Y,X,,Status,Tissue,Count,Height (cm),Herbivory,Notes,Photo,subsite,plot
,,XXXlitter,,,,,,,FALSE,HE,4
,2,Salix pulchra,,,,7.9,,,FALSE,HE,4
,,XXXcarex,Standing dead,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,3,XXXcarex,,,2,12.9,,,FALSE,HE,4
,,XXXcarex,Standing dead,,3,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,4,Salix pulchra,,,,10.3,,,FALSE,HE,4
,,Polygonum bistorta,,,,,,,FALSE,HE,4
,,XXXcarex,Standing dead,,3,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,5,Eriophorum vaginatum,Standing dead,,2,7.6,,,FALSE,HE,4
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,6,XXXcarex,Live,,2,10.9,,,FALSE,HE,4
,,XXXcarex,Standing dead,,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,7,Eriophorum vaginatum,Standing dead,,2,10,,,FALSE,HE,4
,,XXXcarex,Standing dead,,,,,,FALSE,HE,4
,,Dryas integrifolia,,,,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,8,Eriophorum vaginatum,Standing dead,,5,7.6,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,9,Eriophorum vaginatum,Standing dead,,4,3.9,,,FALSE,HE,4
,,Salix reticulata,Live,Leaf,2,,,,FALSE,HE,4
,,Dryas integrifolia,,,,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,10,Eriophorum vaginatum,Standing dead,,2,12.6,,,FALSE,HE,4
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,4
,,Salix pulchra,,,,7.4,,,FALSE,HE,4
,,Cetraria cucculata,,,,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
9,1,Salix pulchra,Live,Leaf,2,13.9,,,FALSE,HE,4
,,Arctagrostis latifolia,Standing dead,Flower,,,,,FALSE,HE,4
,,Eriophorum vaginatum,,,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,2,XXXcarex,Standing dead,Leaf,2,7,,,FALSE,HE,4
,,Salix reticulata,,,3,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,3,Salix pulchra,,Leaf,2,9.7,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,4,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,4,Salix pulchra,,,,7.5,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,3,,,,FALSE,HE,4
,,Salix pulchra,,Stem,,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,5,Salix pulchra,,,,11.1,,,FALSE,HE,4
,,XXXcarex,Standing dead,Leaf,,,,,FALSE,HE,4
,,Eriophorum vaginatum,,Leaf,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,6,Eriophorum vaginatum,Standing dead,,3,5.9,,,FALSE,HE,4
,,XXXcarex,Standing dead,,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,7,Arctagrostis latifolia,Standing dead,Flower stalk,,9.9,,,FALSE,HE,4
,,XXXcarex,,Leaf,2,,,,FALSE,HE,4
,,XXXcarex,Standing dead,Leaf,3,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,8,Eriophorum vaginatum,,Leaf,5,10.7,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,2,,,,FALSE,HE,4
,,Salix pulchra,,,,1.1,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,9,XXXcarex,Standing dead,,,16.7,,,FALSE,HE,4
,,Eriophorum vaginatum,,,,,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,10,Salix pulchra,,,,10.5,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
10,1,Arctagrostis latifolia,Standing dead,Flower stalk,,16.2,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,4
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,4
,,Stellaria longipes,,,,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,2,Eriophorum vaginatum,,,4,14.6,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,,7,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,3,Eriophorum vaginatum,,Leaf,4,7.7,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,4,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,4,Eriophorum vaginatum,,Leaf,2,17,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,3,,,,FALSE,HE,4
,,Salix pulchra,,Leaf,,,,,FALSE,HE,4
,,Salix pulchra,,Stem,2,12.6,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,5,XXXcarex,,Leaf,1,14.1,,,FALSE,HE,4
,,Salix pulchra,,Leaf,2,6.7,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,6,XXXothermoss,,,,0.7,,,FALSE,HE,4
,7,XXXcarex,Standing dead,Flower stalk,,14.9,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,,XXXpeltigera,,,,,,,FALSE,HE,4
,8,Eriophorum vaginatum,,Leaf,3,12.1,,,FALSE,HE,4
,,Eriophorum vaginatum,Standing dead,Leaf,2,,,,FALSE,HE,4
,,XXXcarex,,Leaf,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,,XXXpeltigera,,,,,,,FALSE,HE,4
,9,XXXcarex,,Leaf,2,9.1,,,FALSE,HE,4
,,XXXcarex,Standing dead,Leaf,4,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
,10,XXXcarex,Standing dead,Leaf,2,12.9,,,FALSE,HE,4
,,XXXcarex,Standing dead,Flower stalk,,,,,FALSE,HE,4
,,Dryas integrifolia,,,2,,,,FALSE,HE,4
,,XXXlitter,,,,,,,FALSE,HE,4
,,XXXothermoss,,,,,,,FALSE,HE,4
1,1,XXXcarex,,,,12.8,,Record  species which are in the plot but weren’t hit,FALSE,HE,5
,,Eriophorum vaginatum,Live,Flower,1,,,Lemming runway and holes,FALSE,HE,5
,,Salix reticulata,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,Saxifraga nelsoniana,FALSE,HE,5
,,XXXothermoss,,,,,,Pedicularis capitata,FALSE,HE,5
,2,XXXcarex,Standing dead,Flower stalk,,14,,Poa arctica,FALSE,HE,5
,,Senecio astropurpureus,,,1,,,Thamnolia subuliformis,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,3,XXXcarex,,,4,15.1,,,FALSE,HE,5
,,XXXcarex,Standing dead,,6,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,XXXcarex,,,3,9.4,,,FALSE,HE,5
,,Eriophorum vaginatum,,,2,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,1,,,,FALSE,HE,5
,,Salix pulchra,,Stem,,3.9,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,5,Eriophorum vaginatum,Standing dead,,4,6.3,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,6,Eriophorum vaginatum,Standing dead,,5,5.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,7,Arctagrostis latifolia,Standing dead,,,14.9,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,4,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,Eriophorum vaginatum,Live,,6,9.8,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Live,,3,7.9,,,FALSE,HE,5
,,,Standing dead,,2,,,,FALSE,HE,5
,,Polygonum bistorta,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,10,Arctagrostis latifolia,Standing dead,,,9.4,,,FALSE,HE,5
,,Salix pulchra,,,,5.5,,,FALSE,HE,5
,,Salix reticulata,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
2,1,Arctagrostis latifolia,Standing dead,,,14.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,Salix pulchra,Live,,2,9.2,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,2,XXXcarex,Live,,2,14.8,,,FALSE,HE,5
,,Salix pulchra,,,,7.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,3,XXXcarex,Live,,6,12.6,,,FALSE,HE,5
,,XXXcarex,Standing dead,,5,,,,FALSE,HE,5
,,Salix reticulata,Live,,1,,,,FALSE,HE,5
,,Cardamine digitalis,Live,,1,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,4,XXXcarex,,,2,17.5,,,FALSE,HE,5
,,Salix reticulata,,,2,,,,FALSE,HE,5
,,XXXcarex,Standing dead,,3,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,5,Eriophorum vaginatum,Standing dead,,8,6.7,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,6,Eriophorum vaginatum,Live,,2,4.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,7,Eriophorum vaginatum,Standing dead,,4,3.5,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,Eriophorum vaginatum,Live,,4,19.4,,,FALSE,HE,5
,,,Standing dead,,6,,,,FALSE,HE,5
,,Salix reticulata,,,,,,,FALSE,HE,5
,,Cardamine digitalis,,,,,,,FALSE,HE,5
,,Saussurea angustifolia,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Standing dead,,3,8.6,,,FALSE,HE,5
,,Salix pulchra,,,2,6.6,,,FALSE,HE,5
,,Dryas integrifolia,,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,10,Eriophorum vaginatum,Standing dead,,6,11.8,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,,2,,,,FALSE,HE,5
,,XXXcarex,Live,,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
3,1,Eriophorum vaginatum,Live,,5,13.6,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Live,,2,12.2,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,3,Arctagrostis latifolia,,,,17.3,,,FALSE,HE,5
,,Salix pulchra,,Stem,,8.4,,,FALSE,HE,5
,,XXXpeltigera,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,4,XXXothermoss,,,,1,,,FALSE,HE,5
,5,Eriophorum vaginatum,Live,,,4.1,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,6,Eriophorum vaginatum,Live,,4,7.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,7,Eriophorum vaginatum,Live,,2,7.7,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,Salix pulchra,,,,10.1,,,FALSE,HE,5
,,Salix reticulata,,,,,,,FALSE,HE,5
,,Senecio astropurpureus,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Arctagrostis latifolia,Standing dead,,3,15.8,,,FALSE,HE,5
,,Salix pulchra,,Stem,,6.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,10,Arctagrostis latifolia,Standing dead,Leaf,,13.2,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,Flower stalk,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,3,,,,FALSE,HE,5
,,Senecio astropurpureus,,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
4,1,Eriophorum vaginatum,Live,Flower stalk,1,18.8,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,3,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,Leaf,11,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Live,Leaf,5,4.8,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,Leaf,4,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,Hierochole alpine,Live,Flower stalk,1,26.8,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,Leaf,2,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,Eriophorum vaginatum,Live,Leaf,2,7.1,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,Leaf,4,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,5,Salix pulchra,,,,8,,,FALSE,HE,5
,,Eriophorum vaginatum,,,,,,,FALSE,HE,5
,,Salix pulchra,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,6,Eriophorum vaginatum,Live,,3,8.1,,,FALSE,HE,5
,,,Standing dead,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,7,Eriophorum vaginatum,Standing dead,,,15.7,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,8,Arctagrostis latifolia,Live,,,15.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,,,,,FALSE,HE,5
,,Salix reticulata,,,,,,,FALSE,HE,5
,,Salix pulchra,,Stem,,3,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Standing dead,,4,12,,,FALSE,HE,5
,,Arctagrostis latifolia,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,10,Eriophorum vaginatum,Standing dead,,4,9.7,,,FALSE,HE,5
,,Arctagrostis latifolia,Live,,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
5,1,Arctagrostis latifolia,,,2,26.6,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Standing dead,,5,6.4,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,Eriophorum vaginatum,Standing dead,,4,6.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,Eriophorum vaginatum,Live,,3,4.7,,,FALSE,HE,5
,,,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,5,Eriophorum vaginatum,Live,Flower stalk,,8.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,8,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,Leaf,1,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,6,Salix pulchra,,,,10.1,,,FALSE,HE,5
,,Salix pulchra,,Stem,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,7,XXXcarex,,,,12.4,,,FALSE,HE,5
,,Salix reticulata,,,2,,,,FALSE,HE,5
,,XXXcarex,Standing dead,,2,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,8,Arctagrostis latifolia,,,1,7.2,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,,1,,,,FALSE,HE,5
,,Senecio astropurpureus,,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Live,,7,11.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,10,Salix pulchra,,,2,12.1,,,FALSE,HE,5
,,Salix pulchra,,Stem,,,,,FALSE,HE,5
,,Stellaria longipes,Standing dead,,,,,,FALSE,HE,5
,,Cardamine digitalis,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
6,1,Eriophorum vaginatum,Live,,2,5.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,9,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Standing dead,,,10.4,,,FALSE,HE,5
,,,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,Eriophorum vaginatum,Live,,2,3.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,Salix pulchra,Live,Leaf,,7,,,FALSE,HE,5
,,,,Stem,,,,,FALSE,HE,5
,,XXXcarex,Live,Leaf,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,9,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,5,Eriophorum vaginatum,Standing dead,,3,18.3,,,FALSE,HE,5
,,Arctagrostis latifolia,,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXcarex,,,,,,,FALSE,HE,5
,,Salix pulchra,,,,10.9,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,6,Arctagrostis latifolia,Standing dead,Flower stalk,,11.2,,,FALSE,HE,5
,,Arctagrostis latifolia,Live,Leaf,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,7,Arctagrostis latifolia,Live,Flower stalk,,44.6,,,FALSE,HE,5
,,Arctagrostis latifolia,,Leaf,2,,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,Leaf,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,8,Arctagrostis latifolia,Standing dead,Flower stalk,,15.4,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,9,Salix pulchra,,,,10.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,Salix phlebophylla,,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,10,Salix pulchra,,,,8.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,,,,,FALSE,HE,5
,,XXXpeltigera,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
7,1,Eriophorum vaginatum,,,,6.3,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Standing dead,,4,4.3,,,FALSE,HE,5
,,,Live,,3,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,Eriophorum vaginatum,Live,,2,8.7,,,FALSE,HE,5
,,,Standing dead,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,XXXcarex,Live,Leaf,2,12.5,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,Salix pulchra,,,,6.9,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,5,Arctagrostis latifolia,Live,Leaf,2,22.7,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,6,Arctagrostis latifolia,Standing dead,Flower stalk,,17.4,,,FALSE,HE,5
,,Salix pulchra,,Leaf,,11.9,,,FALSE,HE,5
,,Salix pulchra,,Stem,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,,,,,FALSE,HE,5
,,Senecio astropurpureus,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,7,Arctagrostis latifolia,Standing dead,Flower stalk,,14.2,,,FALSE,HE,5
,,XXXcarex,,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,Eriophorum vaginatum,Live,,4,8,,,FALSE,HE,5
,,,Standing dead,,4,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,9,Salix phlebophylla,Live,,3,3.9,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,10,Salix pulchra,,,,5.9,,,FALSE,HE,5
,,Salix phlebophylla,,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
8,1,Eriophorum vaginatum,Live,,3,9,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Live,,2,6.3,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,XXXcarex,,,,25.6,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,XXXpeltigera,,,,1.3,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,5,XXXcarex,Live,Leaf,4,16.3,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,6,XXXcarex,Live,Leaf,,9.9,,,FALSE,HE,5
,,XXXcarex,Standing dead,Leaf,2,,,,FALSE,HE,5
,,Salix pulchra,,,,5,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,7,Eriophorum vaginatum,Standing dead,,2,6.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,5
,,XXXpeltigera,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,Eriophorum vaginatum,Live,,7,10.9,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,9,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Live,,4,12.2,,,FALSE,HE,5
,,XXXcarex,,,,,,,FALSE,HE,5
,,Salix phlebophylla,,,3,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,10,Eriophorum vaginatum,Standing dead,,4,11.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
9,1,Eriophorum vaginatum,Standing dead,,4,8.2,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,2,Eriophorum vaginatum,Standing dead,,5,6.1,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,5
,,Salix pulchra,Live,Stem,1,2,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,3,Salix pulchra,Live,Leaf,3,11.9,,,FALSE,HE,5
,,Cardamine digitalis,,,,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,4,XXXpeltigera,,,,,,,FALSE,HE,5
,5,XXXcarex,,,,2.4,,,FALSE,HE,5
,,XXXothermoss,,,,12,,,FALSE,HE,5
,6,Eriophorum vaginatum,Standing dead,,4,3.2,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,,XXXothermoss,,,,,,,FALSE,HE,5
,7,Eriophorum vaginatum,Live,,4,10.4,,,FALSE,HE,5
,,,Standing dead,,5,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,8,XXXcarex,Standing dead,Flower stalk,1,18.5,,,FALSE,HE,5
,,Arctagrostis latifolia,Standing dead,Flower stalk,1,,,,FALSE,HE,5
,,Arctagrostis latifolia,Live,Leaf,1,,,,FALSE,HE,5
,,Senecio astropurpureus,Live,Leaf,1,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,9,Eriophorum vaginatum,Live,Leaf,3,17,,,FALSE,HE,5
,,XXXcarex,Live,,2,,,,FALSE,HE,5
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
,10,Eriophorum vaginatum,Standing dead,Leaf,4,7.8,,,FALSE,HE,5
,,XXXcarex,Standing dead,Leaf,1,,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,Leaf,2,,,,FALSE,HE,5
,,XXXlitter,,,,,,,FALSE,HE,5
10,1,XXXcarex,Live,Leaf,2,17.1,,,FALSE,HE,5
,,Eriophorum vaginatum,Live,,3,,,,FALSE,HE,5
